Date,Temperature,precipitation (mm),Humidity (%),Pressure (hPa),Condition,Wind Speed (m/s)
2022-06-29,29.5,0.1,68.5,1001,rain,2.4
2022-06-30,29.8,,68,1005.4,clouds,1.9
2022-07-01,29.8,,68.6,1008.4,clouds,1.4
2022-07-02,29.9,,63.9,1006.6,clouds,2
2022-07-03,29.3,1,69.6,1002.8,rain,1.6
2022-07-04,28.8,0.1,72.5,999.7,rain,1.4
2022-07-05,28.8,0.1,72.1,999.4,rain,1.8
2022-07-06,28.5,2.9,81.4,1002.5,rain,2.3
2022-07-07,29.7,,74.3,1001.7,clouds,2.2
2022-07-08,28.5,17.2,84.6,996.5,rain,1.3
2022-07-09,28.7,,71.3,996,clouds,2.3
2022-07-10,28.1,,76.5,999.5,clouds,2.7
2022-07-11,26.4,9.5,86.6,1000.2,rain,1.4
2022-07-12,25.6,,75.3,1002.9,clouds,3.8
2022-07-13,24.4,15.2,85.6,999.9,rain,2.2
2022-07-14,28.2,,77.5,993.6,clouds,1.7
2022-07-15,28.3,,64.5,993.3,clouds,1.9
2022-07-16,26.8,,71,992.6,clouds,1.9
2022-07-17,27.3,,68.6,994.7,clouds,1.9
2022-07-18,22.9,34,95.6,994.6,rain,1.5
2022-07-19,27.6,0.2,74.4,996.1,rain,1.5
2022-07-20,29.4,,62.5,999.9,clouds,2.2
2022-07-21,26,5,80.9,995.7,rain,2.8
2022-07-22,25.8,,71.6,999.5,clouds,2.9
2022-07-23,24.9,0.1,82,1000.2,rain,2.1
2022-07-24,27.4,1.1,77.6,996.9,rain,2.2
2022-07-25,28.8,,72.6,1002.1,clouds,2.1
2022-07-26,26.9,,79.4,1004.2,clouds,2.9
2022-07-27,25.6,,79.5,1005.2,clouds,3.3
2022-07-28,26.2,0.1,85.5,1006.3,rain,2.9
2022-07-29,28.7,,77.8,1006.9,clear,3.3
2022-07-30,27.8,0.1,83.9,1004.3,rain,4
2022-07-31,27.1,2.7,92,1001.7,rain,2.5
2022-08-01,29.4,0.1,76.6,1001.6,rain,2.2
2022-08-02,27.9,4.7,91.8,1004.4,rain,1
2022-08-03,30.6,0.5,78.8,1004.3,rain,2.1
2022-08-04,30.7,0.1,75.9,1003.2,rain,2.4
2022-08-05,30.8,,75,1000.4,clouds,1.9
2022-08-06,31.6,,72,999.8,clouds,1.7
2022-08-07,31.5,,71.9,1001.1,clouds,1.8
2022-08-08,30.5,,69.8,1002,clouds,2.1
2022-08-09,29.8,0.1,69.8,1001.8,rain,1.7
2022-08-10,28.2,0.3,80.1,1001,rain,1.2
2022-08-11,26.5,4.1,90.9,999.7,rain,0.9
2022-08-12,29.7,3.2,77.1,999.7,rain,1.6
2022-08-13,26.4,6.6,92.4,1000.6,rain,1.5
2022-08-14,29.8,0.1,80.1,1000.4,rain,1.6
2022-08-15,30.9,0.1,69.6,997.3,rain,1.9
2022-08-16,25.7,39.8,94.9,998.6,rain,1.1
2022-08-17,25.7,22.8,89.4,1000.4,rain,2.2
2022-08-18,26.8,,77.3,1001.6,clouds,1.2
2022-08-19,28.2,,80.5,998,clouds,1.5
2022-08-20,26.4,10.3,95.1,996.8,rain,1.6
2022-08-21,26,,75.3,999.9,clouds,3.2
2022-08-22,26.8,,75.6,998.8,clouds,1.4
2022-08-23,25.4,6.8,89.9,1000.1,rain,1.5
2022-08-24,21.5,4.6,94.4,1003.1,rain,2.7
2022-08-25,24.5,0.1,78.6,1001.3,rain,1.4
2022-08-26,25.1,0.1,64.6,1001.1,rain,2.2
2022-08-27,23.2,,68,1003.5,clouds,1.7
2022-08-28,21.4,,72.1,1009.4,clouds,2.4
2022-08-29,21.5,0.1,81.4,1009.8,rain,1.1
2022-08-30,20.9,26.2,92.3,1005.1,rain,1.5
2022-08-31,21.3,13.3,95.6,1002.2,rain,1.2
2022-09-01,21.6,,88.4,1007.7,clouds,1.5
2022-09-02,21.5,0.3,91.1,1010.1,rain,1.9
2022-09-03,22.2,0.1,91.9,1009,rain,3.1
2022-09-04,25.4,0.4,89.5,1004.6,rain,2.7
2022-09-05,24.9,31.7,96,998.4,rain,2.6
2022-09-06,22.6,81.1,81,995.6,rain,4.2
2022-09-07,22.4,,69.1,1010.5,clouds,1.5
2022-09-08,21.7,,73,1011.9,clouds,2.2
2022-09-09,21.5,,76.6,1012.1,clouds,2.6
2022-09-10,21,,81.4,1011.9,clouds,1.9
2022-09-11,22.7,,80.4,1009.3,clouds,2.4
2022-09-12,21.7,0.3,91.5,1008.7,rain,1.4
2022-09-13,23.7,0.1,77.9,1010,rain,3.2
2022-09-14,23.4,0.1,77,1010.7,rain,4.1
2022-09-15,23.5,,78.8,1007.3,clouds,4.6
2022-09-16,24.7,,84.9,1003.8,clouds,2.9
2022-09-17,26.2,0.3,84.9,1002.2,rain,1.5
2022-09-18,26.6,0.1,83.1,995.7,rain,2.2
2022-09-19,25.1,0.1,72.9,991.8,rain,3.1
2022-09-20,19.2,,69.1,1007.5,clouds,3.2
2022-09-21,17.2,,75.3,1012.1,clear,2.3
2022-09-22,18.6,,78.6,1009.6,clouds,1.7
2022-09-23,20.8,,70.4,1006.4,clouds,2.6
2022-09-24,19.2,,59.5,1010.3,clouds,2.6
2022-09-25,18.6,,77.8,1010.5,clouds,1.2
2022-09-26,18.5,,88,1010.7,clouds,0.9
2022-09-27,20.3,,81.8,1009.8,clear,2.1
2022-09-28,19.4,,81.3,1008,clouds,0.9
2022-09-29,20.8,,72.8,1008.2,clear,0.9
2022-09-30,21.6,,68.1,1009.8,clear,0.9
2022-10-01,21.6,,62.8,1011.5,clouds,1.2
2022-10-02,22.2,,69.1,1011.6,clouds,1.7
2022-10-03,24.9,3.9,82.4,1008.4,rain,1.3
2022-10-04,21.5,18,88.6,1006.2,rain,2.9
2022-10-05,17,,81.4,1013.7,clouds,3.3
2022-10-06,18.2,0.3,81.8,1012.1,rain,1.4
2022-10-07,16.6,0.1,74.6,1012.7,rain,2.8
2022-10-08,14.9,,75.6,1018.5,clear,2.4
2022-10-09,14.4,3.1,88.8,1011.8,rain,1.3
2022-10-10,13.7,0.1,64.3,1007.5,rain,4.9
2022-10-11,13.6,,67.9,1014.2,clear,3.4
2022-10-12,14,,79.1,1020.3,clear,1.8
2022-10-13,16.1,,77.8,1018.5,clear,1.9
2022-10-14,16.1,,81.4,1014.1,clouds,1.9
2022-10-15,17.8,,80.8,1013.1,clouds,2.1
2022-10-16,19.2,,74.5,1011.5,clouds,1.4
2022-10-17,16,,55.3,1011.1,clouds,3.8
2022-10-18,11.7,,52.3,1015.6,clear,3.1
2022-10-19,10.8,,56.9,1019.1,clear,2.1
2022-10-20,12,,62.4,1021.2,clear,0.9
2022-10-21,14.5,,63.5,1018.2,clouds,1.1
2022-10-22,16.6,0.3,64.9,1013.8,rain,1.5
2022-10-23,15.3,,72.4,1011.5,clouds,2
2022-10-24,12.3,,58.3,1014,clear,2.5
2022-10-25,11.2,,69.6,1021.3,clear,1.6
2022-10-26,12.2,,73.1,1021.4,clouds,0.9
2022-10-27,14.5,,65.1,1018.5,clear,1.2
2022-10-28,13.1,,77.9,1019.9,clouds,2
2022-10-29,13.6,,79.8,1020.6,clear,1.8
2022-10-30,13.3,,80.4,1019.9,clear,2.1
2022-10-31,13.1,,72.5,1018.4,clouds,1.6
2022-11-01,14.2,,68.4,1015,clouds,1.5
2022-11-02,13.1,,62.9,1013.9,clear,1.1
2022-11-03,12.5,,56.4,1012,clouds,2
2022-11-04,9.3,,43.4,1015,clear,3.5
2022-11-05,9.1,,37.3,1018.1,clear,2.4
2022-11-06,8.9,,60.6,1018.2,clear,1
2022-11-07,9.7,,62.4,1016.9,clouds,1
2022-11-08,10.9,,65.4,1018.5,clouds,1.1
2022-11-09,11.7,,65.3,1018.6,clouds,1.1
2022-11-10,13.3,,62.3,1018.4,clear,1.2
2022-11-11,14,,74.3,1019.9,clear,1.2
2022-11-12,17,0.1,78.6,1012.1,rain,1.2
2022-11-13,15.9,16.3,76.6,1007.7,rain,3
2022-11-14,11.6,,68.5,1011.5,clouds,1.5
2022-11-15,10,,62,1011,clouds,2.6
2022-11-16,10.3,0.4,69.3,1014.1,rain,1.5
2022-11-17,9.4,,64.6,1017.7,clear,0.9
2022-11-18,9.6,,64.4,1019.9,clear,0.9
2022-11-19,11.2,,74.4,1016.9,clouds,1.6
2022-11-20,12.8,,78.8,1013.9,clouds,0.8
2022-11-21,12.5,,75.8,1014.9,clouds,0.8
2022-11-22,12.5,0.4,77.1,1013.9,rain,0.9
2022-11-23,13,0.7,75,1009.8,rain,2.2
2022-11-24,8.7,,65.1,1014.7,clouds,0.8
2022-11-25,9.2,,69.9,1012.7,clouds,1.1
2022-11-26,10.9,,53.8,1010.5,clear,2.3
2022-11-27,7.7,,46.1,1015,clear,0.8
2022-11-28,10.5,11,73.9,1010.6,rain,1.1
2022-11-29,12.3,17.7,71.6,1007.3,rain,3.6
2022-11-30,-0.4,,41,1022.2,clouds,5.2
2022-12-01,-1,,39.1,1024.2,clouds,3.4
2022-12-02,0.3,,52.8,1023.5,clear,2.3
2022-12-03,4.4,,64.5,1019,clouds,1.5
2022-12-04,3.1,,38.1,1022,clouds,3.6
2022-12-05,1.2,,33.5,1020.9,clouds,3.3
2022-12-06,1.9,,57.8,1017.1,clouds,1.6
2022-12-07,4.4,,65.3,1017,clouds,1.7
2022-12-08,4.5,,68.3,1019.1,clear,1
2022-12-09,4.4,,76.5,1016.4,clear,0.9
2022-12-10,4.7,0.1,71.1,1013.2,rain,1.4
2022-12-11,4.8,,58.1,1015.4,clear,2
2022-12-12,4.1,1.1,77.1,1013.6,rain,1.3
2022-12-13,5.2,0.1,69.5,1010.9,snow,3.7
2022-12-14,-3.9,0.1,66.3,1019.9,snow,4.2
2022-12-15,-0.1,,67.5,1018.7,clouds,1.4
2022-12-16,0.2,,45.3,1021.6,clouds,3.5
2022-12-17,-2.5,0.1,55.5,1017.4,snow,3
2022-12-18,-5.6,,59.6,1016.1,clear,3.5
2022-12-19,-3.7,,65.6,1019.7,clear,1.8
2022-12-20,-0.8,,68.3,1019.9,clouds,1.2
2022-12-21,0.3,2.5,92.8,1006.2,snow,1.1
2022-12-22,-2.5,0.1,70.4,1001.9,snow,4.4
2022-12-23,-5.7,,60.1,1004.2,clouds,5.4
2022-12-24,-4.8,,63.3,1011.9,clear,2.4
2022-12-25,-1.6,,65.6,1015.2,clear,2.4
2022-12-26,-1.1,,65.8,1018.4,clouds,1.8
2022-12-27,0,,62.3,1021.2,clear,1.7
2022-12-28,1,,68.4,1022.3,clear,2.6
2022-12-29,-0.3,,63.9,1025.5,clouds,3
2022-12-30,0.2,,72,1024.6,clouds,1.5
2022-12-31,1.2,,66.5,1023.6,clouds,3.2
2022-01-01,-0.6,,19.6,1018.5,clouds,2.1
2022-01-02,3.4,,30.5,1014.6,clear,1.8
2022-01-03,2.8,,24.1,1013.7,clouds,2.4
2022-01-04,3.1,,31.5,1015.1,clouds,1.9
2022-01-05,3.5,0.2,52.8,1015.9,rain,1.9
2022-01-06,4.7,,41.1,1015.3,clear,2.3
2022-01-07,3.9,,31,1017.4,clear,1.7
2022-01-08,4.6,,25.5,1012.3,clear,2.3
2022-01-09,5.5,,52.8,1010.9,clouds,2
2022-01-10,6.2,,57.8,1008.3,clouds,1.9
2022-01-11,0.2,,33.8,1004.8,clear,3.5
2022-01-12,-1.9,,27.6,1008.6,clear,3.5
2022-01-13,-1.9,,31.9,1007.4,clear,3.2
2022-01-14,-2.1,,27.1,1013.1,clear,2.1
2022-01-15,2.8,,26.8,1011.7,clouds,1.6
2022-01-16,3,,41.6,1011.3,clear,1.7
2022-01-17,0.5,,34.3,1013.8,clouds,2.5
2022-01-18,-1.8,,24.4,1015.7,clear,2.4
2022-01-19,0.9,,34.9,1012.1,clouds,2.3
2022-01-20,-0.1,,57.1,1015.8,clear,2.8
2022-01-21,2.2,,54,1019.3,clear,1.8
2022-01-22,4.6,,65.1,1015.9,clouds,1.1
2022-01-23,7.2,0.1,72.5,1010.5,rain,1.7
2022-01-24,5.2,0.7,62.8,1012,rain,2.9
2022-01-25,5.9,0.1,63.3,1010.6,rain,1.5
2022-01-26,4.7,,49,1012.4,clear,2.7
2022-01-27,4.7,,35.6,1011.8,clear,2.3
2022-01-28,3.4,,21.6,1010.7,clouds,2.2
2022-01-29,2.1,,21.9,1008.4,clouds,2.9
2022-01-30,1.7,,26.5,1009,clouds,2.7
2022-01-31,2,,25.5,1012.2,clear,2.1
2022-02-01,2.3,,42,1012.8,clouds,2.2
2022-02-02,1.2,,38.1,1015.1,clouds,3
2022-02-03,1.6,,30.8,1013.9,clouds,3
2022-02-04,0.6,,32.5,1011.4,clear,2.7
2022-02-05,-2,,34,1012.6,clear,2.9
2022-02-06,-0.5,,33.1,1015.6,clear,3
2022-02-07,1.3,,28.6,1015.8,clouds,2.2
2022-02-08,2.7,,27.1,1015.4,clouds,2.6
2022-02-09,4.2,,44.8,1014.1,clouds,1.9
2022-02-10,6.3,,40.1,1010.8,clouds,2.1
2022-02-11,5.2,,39.5,1014.6,clear,1.9
2022-02-12,6.7,,46.1,1014.1,clouds,2.3
2022-02-13,6.4,0.4,75.9,1010.9,rain,1.9
2022-02-14,7.6,1.8,74.6,1008.6,rain,1.8
2022-02-15,1.9,,39.3,1007.2,clear,2.3
2022-02-16,-2.6,,34.6,1009.7,clear,3
2022-02-17,-3.6,,25.3,1015.5,clear,2.9
2022-02-18,1.7,,45.3,1018.7,clouds,1.9
2022-02-19,4,,47.9,1010.5,clouds,2.2
2022-02-20,-1.4,,25.9,1012.3,clear,3.9
2022-02-21,0.9,,35.6,1016.7,clear,2.2
2022-02-22,0.2,,25.8,1018.8,clouds,2.5
2022-02-23,-1,,25.5,1019.1,clouds,2.6
2022-02-24,1,,20.4,1017.5,clear,2.7
2022-02-25,5.6,,30.4,1015.1,clear,2.9
2022-02-26,7.8,,39.3,1008.5,clear,2.5
2022-02-27,7.3,,23.4,1010.3,clear,2.9
2022-02-28,9,,25,1010.9,clouds,1.8
2022-03-01,11.3,0.1,61.1,1002.9,rain,2
2022-03-02,7,,33.9,1005.3,clear,2.4
2022-03-03,8.2,,36.1,1007.2,clear,2.3
2022-03-04,9.8,,46.3,1003.5,clouds,2.7
2022-03-05,8.4,,21.9,1001.6,clear,3.3
2022-03-06,3.8,,30.8,1009.4,clear,3.1
2022-03-07,5.6,,48.1,1009.6,clouds,1.6
2022-03-08,8.4,,39.9,1008,clear,2.1
2022-03-09,9.4,,56.8,1011.3,clear,2.2
2022-03-10,11.4,,55.4,1010.5,clouds,1.7
2022-03-11,13.7,,63.1,1007.7,clouds,1.7
2022-03-12,14.3,,73.3,1006.9,clouds,1.9
2022-03-13,15.1,4.6,86.3,1002.4,rain,2.8
2022-03-14,10.8,0.1,89,1002.4,rain,1.3
2022-03-15,10.3,,63.3,1003.6,clouds,2.3
2022-03-16,13.1,,50.1,1005.4,clear,1.2
2022-03-17,9.2,7.8,83.4,1010.7,rain,2.7
2022-03-18,6.4,15.2,86.4,1001.1,rain,3.4
2022-03-19,4.5,7,90.6,999.6,rain,1.9
2022-03-20,6.4,0.1,78.1,1008.3,rain,1.5
2022-03-21,8,,59.9,1012.9,clouds,2.3
2022-03-22,8,,57.3,1011.1,clouds,2.4
2022-03-23,7.6,,61.5,1007.4,clouds,1.6
2022-03-24,10.3,,50.4,1010.1,clear,1.8
2022-03-25,13.6,0.2,69.3,1008.4,rain,2.6
2022-03-26,15.6,20.5,76.6,992.9,rain,3.1
2022-03-27,13.9,,38.6,1003.5,clouds,2.3
2022-03-28,8.2,,41.5,1016,clouds,2.4
2022-03-29,10,,59.4,1015,clear,1.6
2022-03-30,14,,69.1,1010.1,clouds,1.7
2022-03-31,9.7,0.1,75.4,1013.9,rain,2.5
2022-04-01,8.2,,53.1,1019,clouds,2.8
2022-04-02,9.2,,59.3,1016.9,clear,2
2022-04-03,10.4,,56.6,1017.5,clear,1.9
2022-04-04,11.7,,63.4,1016.8,clear,1.8
2022-04-05,14.3,,43.3,1010.5,clouds,1.6
2022-04-06,14.6,,35,1009.8,clear,2.1
2022-04-07,15,0.6,41,1006,rain,1.8
2022-04-08,13.6,,54.5,1009.5,clear,1.9
2022-04-09,18.8,,38.9,1005.6,clear,2.2
2022-04-10,18.7,,51,1006.5,clouds,1.8
2022-04-11,19.4,,70.8,1004.3,clouds,2.3
2022-04-12,19,,76.3,1000.8,clear,1.4
2022-04-13,11.2,0.1,86.5,1007,rain,2.8
2022-04-14,9.9,0.5,83.6,1008.8,rain,3.4
2022-04-15,10.8,0.1,59.6,1007.6,rain,3.2
2022-04-16,11.1,,54,1007.4,clouds,2.3
2022-04-17,14.5,,38.4,1007.3,clouds,1.6
2022-04-18,16.9,,24.9,1007,clouds,1.7
2022-04-19,16.8,,36.3,1006.7,clear,1.7
2022-04-20,18.5,,25.4,1005.7,clear,2
2022-04-21,14.2,2.2,67.8,1003.7,rain,1.3
2022-04-22,18.1,,61.8,1001,clear,3
2022-04-23,17.1,,61,1003.4,clouds,2.1
2022-04-24,18.1,,70.1,1000.6,clear,1.1
2022-04-25,20.6,0.1,62.5,1001.7,rain,1.3
2022-04-26,18,53,95.5,993.1,rain,1
2022-04-27,16.1,,66.1,1005.2,clouds,2.5
2022-04-28,14.5,,67.6,1008.2,clouds,2.3
2022-04-29,10.5,24.6,85.6,1006.2,rain,3.2
2022-04-30,12.3,,75.9,1007.5,clouds,1.8
2022-05-01,13.8,,48,1003.2,clear,2
2022-05-02,12.2,6.1,59.3,1004.4,rain,1.8
2022-05-03,13.9,,67,1009,clear,1.9
2022-05-04,17.8,,50.9,1008.8,clear,1.6
2022-05-05,18,,59.8,1009,clear,1.2
2022-05-06,18.8,,71.9,1006.5,clear,1.2
2022-05-07,17.5,,67.5,1007.2,clouds,2.2
2022-05-08,14.5,,62.3,1010.1,clouds,2.3
2022-05-09,15.1,0.1,59,1009.2,rain,2.2
2022-05-10,15.3,,65,1008.2,clouds,2.3
2022-05-11,18.5,0.1,73.9,1005.4,rain,1.1
2022-05-12,18.6,,77.8,1002.2,clouds,1.5
2022-05-13,15.8,0.1,83,998.9,rain,1.9
2022-05-14,18,,46.3,1000.8,clouds,1.9
2022-05-15,15.8,,46.3,1003.6,clouds,2.5
2022-05-16,17.1,,46,1002.2,clouds,1.9
2022-05-17,19.7,,38.3,1004.5,clear,1.6
2022-05-18,22.3,,37.3,1007.3,clear,2.1
2022-05-19,22.4,,32.1,1007.2,clouds,2
2022-05-20,20.5,,51,1003.3,clouds,1.5
2022-05-21,21.5,,55.3,998.2,clear,1.8
2022-05-22,23.1,,48.1,997.2,clear,2.4
2022-05-23,20.5,,66.4,1002.9,clouds,1.3
2022-05-24,22.8,,62.5,1003.4,clear,1.2
2022-05-25,23,,59.4,998.4,clouds,1.8
2022-05-26,21.4,,58.3,994,clouds,1.9
2022-05-27,23.7,,31,991,clear,2.6
2022-05-28,24.8,,32,995.7,clouds,2
2022-05-29,24.5,0.1,30.4,996,rain,1.9
2022-05-30,21.7,0.1,57.9,992.2,rain,1.5
2022-05-31,22.2,,42,997.8,clear,2.1
2022-06-01,22.6,,43.9,996.9,clouds,1.5
2022-06-02,22.4,,59.1,996.7,clear,1.4
2022-06-03,21.6,,65.8,1001.5,clear,2.4
2022-06-04,19.8,,72.5,1003.3,clouds,2
2022-06-05,17.7,53.8,92.4,995,rain,1.5
2022-06-06,17.3,9.9,88.3,991,rain,2.9
2022-06-07,15.7,1.5,82.3,999.5,rain,1.8
2022-06-08,16.3,1.1,81.4,1003.5,rain,1.8
2022-06-09,18.4,,76.9,1004.8,clouds,1.4
2022-06-10,19.7,,78.1,1004.9,clouds,1.1
2022-06-11,20.2,,76.8,1003.6,clouds,1.8
2022-06-12,19.2,,78,1004.5,clouds,2.4
2022-06-13,18.8,0.1,80.6,1001.8,rain,2.3
2022-06-14,16.9,24.5,95,999.7,rain,2.9
2022-06-15,19.9,1.2,85.9,997.6,rain,1.6
2022-06-16,23.4,,68.4,997.7,clouds,1.8
2022-06-17,23.8,,71.8,998.4,clouds,1.3
2022-06-18,25.8,,70.9,997.1,clouds,1.4
2022-06-19,25.5,,75.3,997.3,clear,1.3
2022-06-20,25.2,,77.9,995.3,clouds,1.4
2022-06-21,24.7,,85.1,995,clouds,1.2
2022-06-22,25.6,,79.1,997.3,clear,1
2022-06-23,26.2,,79.3,994.1,clouds,3.2
2022-06-24,25.7,6.9,81.8,989.5,rain,3.6
2022-06-25,26,,75.3,996.7,clouds,2.9
2022-06-26,27.2,,74.8,1001.4,clouds,3.6
2022-06-27,25.2,47.9,93,1001.6,rain,2.3
2022-06-28,27.2,0.2,79.1,998,rain,4.7
2022-06-29,26.8,0.1,82.8,998.6,rain,4.4
2022-06-30,27.9,,73,1002.7,clouds,3.5
2022-07-01,27.4,,74.4,1005.3,clear,1.3
2022-07-02,28,,65.4,1003.7,clouds,1.1
2022-07-03,27.5,,75,999.9,clouds,1
2022-07-04,27.2,,79.1,997,clouds,1.3
2022-07-05,26.1,0.1,84.8,996.6,rain,1.3
2022-07-06,26.7,0.1,87,1000,rain,1
2022-07-07,28.6,,79.4,999,clouds,2.1
2022-07-08,28.4,0.1,79.5,993.4,rain,2.5
2022-07-09,27.1,,77.1,992.6,clouds,1.8
2022-07-10,25.7,,83.9,996.9,clouds,1.5
2022-07-11,24.9,9,92.1,997.2,rain,1
2022-07-12,23.7,0.1,81.4,1000.2,rain,1.7
2022-07-13,23.4,18.3,88.8,996.8,rain,1.3
2022-07-14,26.4,,84.5,990.3,clouds,1.9
2022-07-15,26.5,,78,989.8,clouds,1.1
2022-07-16,25.5,4.8,81.3,989.3,rain,1.3
2022-07-17,25.8,,78.8,991.3,clouds,1.1
2022-07-18,22.4,69.4,95,991.6,rain,1
2022-07-19,25.2,1.2,86.3,992.8,rain,1.4
2022-07-20,27.5,0.1,73.4,996.6,rain,1.2
2022-07-21,26.4,3.9,79.9,992.2,rain,1.5
2022-07-22,24.1,2.4,81.3,996.1,rain,1.6
2022-07-23,23.9,0.1,86.1,997.5,rain,1.2
2022-07-24,26.1,9,86.6,993.9,rain,1.4
2022-07-25,25,,89.6,999.5,clouds,1.5
2022-07-26,24.6,,86.6,1001.5,clouds,1.4
2022-07-27,24.8,,84.3,1002,clouds,1.5
2022-07-28,25.2,0.9,93.6,1003.2,rain,1.4
2022-07-29,26.8,,86,1003.9,clear,1.8
2022-07-30,27.4,,82.6,1001.2,clouds,2
2022-07-31,26.9,6,90.6,999.4,rain,1.8
2022-08-01,28.4,0.1,83.1,999.5,rain,2.5
2022-08-02,28.4,0.2,82.6,1001.6,rain,3.1
2022-08-03,29.4,0.1,76.8,1001.1,rain,2.6
2022-08-04,30,,71.6,999.6,clouds,1.8
2022-08-05,29.8,,74.8,996.9,clouds,1.5
2022-08-06,30.3,,74.5,996.5,clouds,1.4
2022-08-07,30.7,,73.8,997.8,clouds,2.3
2022-08-08,29.7,,68,998.8,clouds,3.4
2022-08-09,29.1,,69.1,998.7,clouds,3.4
2022-08-10,28.7,,71.4,997.9,clouds,3.1
2022-08-11,27.5,3.4,80.8,996.4,rain,2.7
2022-08-12,28.6,,82.1,996.3,clouds,1.2
2022-08-13,26.7,4,90.6,997,rain,1.1
2022-08-14,29.1,1.7,79,997.3,rain,2.1
2022-08-15,30.2,,65,994.4,clouds,3.9
2022-08-16,26,17.8,89.4,995.3,rain,1.9
2022-08-17,23.9,14.7,93.3,997.6,rain,0.8
2022-08-18,24.4,0.1,84.8,998.6,rain,1.3
2022-08-19,27.3,0.1,76.1,994.8,rain,2.1
2022-08-20,26,15.5,89.4,993.5,rain,1.6
2022-08-21,24.6,,74.3,996.7,clear,2.3
2022-08-22,24.7,,71.9,995.6,clouds,1
2022-08-23,25.5,2.8,83,996.8,rain,1.2
2022-08-24,21.7,38.2,88.6,999.6,rain,2.1
2022-08-25,24.1,0.1,78.6,997.6,rain,1.1
2022-08-26,23.8,0.3,66.8,997.3,rain,1.7
2022-08-27,22.5,,66.8,999.7,clouds,1.6
2022-08-28,21.3,,66.1,1005.9,clouds,2.3
